Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),Day_Ordered,Month_Ordered,Year_Ordered,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Festival_Yes
39.0,4.9,22.695207,75.866059,22.805207,75.976059,3,3,1,2,1.0,2,26,29,3,2022,0,0,0,1,0
34.0,4.6,22.725748,75.898497,22.775748,75.948497,1,3,2,3,0.0,2,15,3,3,2022,0,0,0,1,0
32.0,4.9,11.025083,77.015393,11.045083,77.035393,1,4,0,1,0.0,3,29,17,3,2022,0,0,1,0,0
37.0,4.9,21.170798,72.790489,21.200798,72.820489,3,1,0,1,1.0,1,46,17,3,2022,0,0,0,1,1
20.0,5.0,12.933298,77.614293,12.963298,77.644293,1,4,1,1,1.0,2,13,26,3,2022,1,0,0,0,0
21.0,4.7,23.357804,85.325146,23.387804,85.355146,1,3,1,2,0.0,2,16,19,3,2022,0,1,0,0,0
37.0,4.6,22.311358,73.164798,22.321358,73.174798,5,4,1,2,0.0,2,26,7,3,2022,0,0,1,0,0
36.0,4.7,26.905287,75.794592,26.935287,75.824592,3,3,1,2,1.0,3,28,1,3,2022,0,0,1,0,0
36.0,,-9.970717,76.285447,10.000717,76.315447,3,1,1,1,1.0,2,28,17,2,2022,1,0,0,0,0
37.0,4.7,11.021278,76.995017,11.061278,77.035017,5,3,1,1,1.0,2,26,19,3,2022,0,1,0,0,0
22.0,4.3,22.53796,88.349843,22.54796,88.359843,4,4,0,1,0.0,2,29,13,2,2022,0,1,0,0,0
39.0,4.6,18.530963,73.828972,18.580963,73.878972,1,1,2,2,1.0,2,33,26,3,2022,0,1,0,0,0
35.0,4.9,21.170798,72.790489,21.300798,72.920489,2,3,0,1,1.0,2,46,23,3,2022,0,0,1,0,0
26.0,4.6,22.753839,75.897429,22.823839,75.967429,1,3,1,2,1.0,2,25,25,3,2022,0,1,0,0,0
30.0,4.3,0.0,0.0,0.09,0.09,1,1,2,2,1.0,2,40,16,2,2022,0,0,1,0,0
29.6091523786525,,12.939496,77.625999,12.969496,77.655999,4,3,0,1,1.0,2,24,1,3,2022,0,0,0,1,0
29.6091523786525,,21.170798,72.790489,21.280798,72.900489,5,1,0,1,1.0,2,29,6,3,2022,0,0,0,1,0
26.0,4.9,13.044694,80.26147,13.124694,80.34147,2,4,0,1,1.0,2,24,20,3,2022,1,0,0,0,0
32.0,4.2,17.41233,78.449654,17.52233,78.559654,4,1,1,2,2.0,3,37,4,3,2022,0,0,0,1,0
35.0,4.9,19.120083,72.907385,19.190083,72.977385,6,1,2,2,1.0,2,27,27,3,2022,0,0,1,0,0
34.0,5.0,17.411028,78.329645,17.501028,78.419645,6,4,1,1,1.0,3,19,2,3,2022,0,0,0,1,0
27.0,4.7,18.994237,72.825553,19.074237,72.905553,1,3,1,2,1.0,2,31,4,4,2022,0,0,1,0,0
26.0,4.8,12.321214,76.621094,12.431214,76.731094,6,1,1,2,1.0,2,20,12,3,2022,0,0,0,1,0
24.0,4.7,12.986047,80.218114,13.036047,80.268114,4,3,0,1,1.0,2,29,19,3,2022,0,1,0,0,0
35.0,4.9,18.51421,73.838429,18.56421,73.888429,3,3,0,1,1.0,2,38,21,3,2022,0,0,0,1,0
23.0,4.7,18.593481,73.785901,18.723481,73.915901,3,3,1,2,1.0,2,23,6,4,2022,0,0,1,0,0
31.0,4.3,22.547186,88.35068,22.557186,88.36068,4,4,0,1,1.0,2,21,15,2,2022,0,0,0,1,0
38.0,4.9,22.547186,88.35068,22.597185,88.40068,3,1,2,3,1.0,2,28,11,2,2022,0,0,0,1,0
20.0,4.7,26.902328,75.794257,26.912328,75.804257,3,2,1,1,0.0,2,28,1,4,2022,1,0,0,0,0
39.0,4.6,25.457687,81.835585,25.547687,81.925585,5,3,2,2,0.0,2,28,14,2,2022,0,0,1,0,0
28.0,4.9,12.310972,76.659264,12.350972,76.699264,5,3,2,3,1.0,2,27,15,3,2022,0,0,0,1,0
29.0,4.9,10.006881,76.345397,10.136881,76.475397,2,3,0,1,0.0,3,32,12,2,2022,0,1,0,0,0
21.0,4.7,21.175975,72.795503,21.205975,72.825503,6,4,0,1,0.0,2,19,26,3,2022,1,0,0,0,0
21.0,4.6,21.160522,72.771477,21.270522,72.881477,1,4,0,1,0.0,3,20,29,3,2022,0,0,0,1,0
23.0,4.7,18.51421,73.838429,18.52421,73.848429,1,4,1,2,0.0,3,17,5,4,2022,1,0,0,0,0
38.0,4.8,13.066762,80.251865,13.096762,80.281865,6,4,0,1,1.0,2,27,3,3,2022,0,0,1,0,0
36.0,5.0,11.025083,77.015393,11.085083,77.075393,1,1,0,1,1.0,2,26,5,3,2022,1,0,0,0,0
25.0,4.7,12.323978,76.627961,12.343978,76.647961,5,4,2,2,1.0,2,17,11,3,2022,1,0,0,0,0
35.0,4.2,18.530963,73.828972,18.660963,73.958972,3,1,2,2,1.0,3,34,2,3,2022,0,1,0,0,0
23.0,,26.471617,80.313564,26.541617,80.383564,6,4,1,2,1.0,2,25,12,2,2022,0,0,0,1,0
33.0,4.2,26.47,80.35,26.55,80.43,1,4,2,3,1.0,3,39,18,2,2022,0,0,1,0,0
22.0,5.0,0.0,0.0,0.02,0.02,4,4,2,3,0.0,2,11,7,3,2022,0,0,0,1,0
39.0,4.8,21.183434,72.814492,21.243434,72.874492,2,1,2,1,2.0,2,35,3,3,2022,0,0,1,0,0
28.0,4.6,26.846156,75.8023,26.866156,75.8223,5,2,2,2,1.0,2,13,1,4,2022,0,1,0,0,0
24.0,4.0,22.533662,88.366217,22.663662,88.496217,2,3,1,1,1.0,2,35,14,2,2022,0,0,1,0,0
23.0,4.7,12.3085,76.665808,12.3485,76.705808,1,3,2,1,0.0,2,14,3,3,2022,1,0,0,0,0
38.0,4.8,18.536562,73.896485,18.626562,73.986485,1,4,0,1,1.0,2,43,27,3,2022,1,0,0,0,1
21.0,4.9,11.003008,76.97544,11.053009,77.02544,5,1,0,1,1.0,2,28,3,4,2022,0,0,1,0,0
34.0,4.0,26.902908,75.792934,26.952908,75.842934,4,1,0,1,1.0,2,42,5,4,2022,1,0,0,0,0
20.0,4.7,22.722634,75.886959,22.832634,75.996959,3,1,0,1,0.0,2,26,4,4,2022,0,0,1,0,0
21.0,4.5,0.0,0.0,0.01,0.01,6,4,0,1,1.0,2,16,3,4,2022,1,0,0,0,0
33.0,4.8,0.0,0.0,0.07,0.07,6,4,1,2,1.0,2,23,20,3,2022,0,0,0,1,0
25.0,4.8,23.359407,85.325055,23.389407,85.355055,4,3,0,1,0.0,3,14,13,3,2022,0,0,1,0,0
30.0,4.5,12.933298,77.614293,13.023298,77.704293,3,3,1,2,1.0,3,23,6,4,2022,0,0,0,1,0
25.0,4.8,12.323978,76.627961,12.333978,76.637961,2,2,1,1,1.0,2,26,7,3,2022,0,1,0,0,0
30.0,4.2,12.326356,76.619103,12.396356,76.689103,1,1,2,2,1.0,3,38,6,3,2022,1,0,0,0,0
29.0,4.7,15.498603,73.826911,15.518603,73.846911,2,4,2,3,0.0,2,10,15,2,2022,1,0,0,0,0
33.0,4.8,21.160437,72.774209,21.170437,72.784209,2,4,1,1,0.0,2,16,1,4,2022,0,0,1,0,0
37.0,5.0,11.006686,76.951736,11.026686,76.971736,6,4,2,2,0.0,3,15,17,3,2022,0,0,1,0,0
36.0,3.7,26.905287,75.794592,26.985287,75.874592,4,1,1,2,1.0,2,40,8,3,2022,0,1,0,0,0
30.0,4.8,11.021278,76.995017,11.101278,77.075017,5,4,2,2,1.0,3,25,14,3,2022,0,0,1,0,0
29.0,4.8,12.949934,77.699386,13.009934,77.759386,6,3,2,2,1.0,2,18,3,3,2022,0,0,1,0,0
26.0,5.0,12.352058,76.60665,12.402058,76.65665,5,4,1,2,1.0,2,18,19,3,2022,0,0,1,0,0
30.0,4.8,12.311072,76.654878,12.401072,76.744878,2,3,0,1,1.0,2,35,20,3,2022,0,1,0,0,0
37.0,5.0,26.911378,75.789034,27.041378,75.919034,4,1,0,1,1.0,2,46,14,3,2022,0,0,0,1,0
29.6091523786525,,17.41233,78.449654,17.50233,78.539654,5,1,0,1,1.0,2,53,14,3,2022,1,0,0,0,0
26.0,4.7,26.849596,75.800512,26.989596,75.940512,3,4,0,1,1.0,2,17,12,3,2022,0,1,0,0,0
21.0,5.0,0.0,0.0,0.11,0.11,2,4,0,1,1.0,2,24,2,3,2022,0,1,0,0,0
38.0,4.2,19.003517,72.82765,19.073517,72.89765,6,1,0,1,1.0,2,34,4,3,2022,0,1,0,0,0
27.0,4.7,22.744648,75.894377,22.814648,75.964377,1,3,0,1,0.0,2,43,2,3,2022,0,0,0,1,0
23.0,4.5,22.311358,73.164798,22.441358,73.294798,5,4,0,1,0.0,3,20,8,3,2022,0,1,0,0,0
32.0,4.8,0.0,0.0,0.09,0.09,4,4,0,1,1.0,3,23,12,2,2022,0,0,0,1,0
37.0,4.9,19.207222,72.972281,19.287222,73.052281,5,4,2,1,0.0,2,17,12,3,2022,1,0,0,0,0
24.0,4.6,22.695207,75.866059,22.725207,75.896059,6,3,1,2,1.0,2,12,15,3,2022,0,1,0,0,0
34.0,4.9,12.323994,76.626167,12.343994,76.646167,6,4,1,1,1.0,3,13,15,3,2022,0,1,0,0,0
22.0,4.3,15.496162,73.825364,15.546162,73.875364,1,1,1,1,1.0,2,33,13,2,2022,0,1,0,0,0
29.6091523786525,,21.157729,72.768726,21.247729,72.858726,2,3,2,2,1.0,2,37,14,3,2022,0,0,1,0,0
26.0,4.9,-19.876428,75.364792,19.986428,75.474792,3,4,2,3,0.0,2,11,12,2,2022,0,0,1,0,0
32.0,4.9,12.316967,76.603067,12.406967,76.693067,2,1,0,1,2.0,2,45,6,3,2022,1,0,0,0,0
30.0,5.0,26.913726,75.75282,27.003726,75.842821,3,1,0,1,3.0,2,52,2,3,2022,0,0,1,0,1
32.0,4.9,22.761226,75.887522,22.801226,75.927522,6,3,2,2,1.0,2,21,19,3,2022,0,0,0,1,0
30.0,4.6,0.0,0.0,0.09,0.09,6,4,2,2,1.0,2,19,18,2,2022,0,0,0,1,0
31.0,4.9,0.0,0.0,0.05,0.05,2,3,0,1,1.0,2,33,19,3,2022,0,0,1,0,0
21.0,4.9,26.846156,75.8023,26.856156,75.8123,3,4,1,2,1.0,2,19,1,3,2022,1,0,0,0,0
34.0,5.0,17.410371,78.437225,17.420371,78.447225,1,2,2,1,1.0,3,36,19,3,2022,0,1,0,0,0
27.0,4.8,19.055831,72.833984,19.085831,72.863984,5,3,2,1,0.0,3,24,21,3,2022,0,0,1,0,0
30.0,4.1,19.1813,72.836191,19.3113,72.966191,3,1,1,1,1.0,2,35,18,3,2022,0,0,0,1,0
31.0,5.0,27.158822,78.045359,27.178822,78.065359,1,4,1,2,1.0,2,16,13,2,2022,1,0,0,0,0
34.0,4.4,19.178321,72.834715,19.288321,72.944715,3,1,0,1,1.0,2,38,31,3,2022,0,1,0,0,0
31.0,4.9,18.994237,72.825553,19.024237,72.855553,2,4,1,1,0.0,2,17,7,3,2022,0,0,0,1,0
25.0,4.7,12.972161,77.596014,13.012161,77.636014,2,3,0,1,1.0,3,23,7,3,2022,0,0,1,0,0
34.0,4.1,10.006881,76.345397,10.066881,76.405397,5,1,1,1,1.0,2,31,11,2,2022,0,1,0,0,0
34.0,4.7,11.003669,76.976494,11.093669,77.066494,5,1,0,1,0.0,1,47,6,3,2022,0,0,0,1,0
21.0,5.0,26.892312,75.806896,26.972313,75.886896,4,4,1,2,0.0,2,15,2,3,2022,0,0,0,1,0
24.0,5.0,19.221315,72.862381,19.231315,72.872381,4,2,1,1,0.0,2,13,3,3,2022,0,0,1,0,0
27.0,5.0,12.914264,77.6784,13.004264,77.7684,2,4,0,1,1.0,2,20,10,3,2022,0,0,0,1,0
27.0,4.8,26.910262,75.783013,27.000262,75.873013,4,4,1,1,0.0,3,10,25,3,2022,0,0,1,0,0
29.6091523786525,,12.978453,77.643685,13.018453,77.683685,3,2,2,1,1.0,2,27,3,4,2022,0,1,0,0,0
31.0,3.5,26.471617,80.313564,26.541617,80.383564,4,3,1,1,1.0,3,38,14,2,2022,0,0,1,0,0
37.0,4.8,19.131141,72.813074,19.26114,72.943074,6,4,0,1,1.0,3,27,10,3,2022,0,0,1,0,0
39.0,4.3,13.026286,80.275235,13.036286,80.285235,4,2,2,1,0.0,2,34,28,3,2022,0,0,0,1,0
32.0,4.5,21.175104,72.804342,21.255104,72.884342,6,1,1,2,0.0,2,20,8,3,2022,0,0,1,0,0
30.0,4.5,22.310526,73.170937,22.340526,73.200937,5,3,1,1,1.0,2,30,3,4,2022,0,0,0,1,0
22.0,4.8,22.727021,75.884167,22.767021,75.924167,5,2,1,2,1.0,2,15,1,3,2022,0,0,0,1,0
22.0,4.7,0.0,0.0,0.03,0.03,1,4,2,1,0.0,2,19,28,3,2022,1,0,0,0,0
38.0,5.0,22.725748,75.898497,22.855747,76.028497,2,3,0,1,1.0,2,39,4,4,2022,0,0,0,1,0
30.0,4.8,11.02091,76.940432,11.11091,77.030432,1,1,2,3,0.0,2,46,16,3,2022,0,0,0,1,1
28.0,4.9,22.725835,75.887648,22.765835,75.927648,2,3,0,1,0.0,2,28,11,3,2022,0,0,0,1,0
23.0,5.0,21.149569,72.772697,21.229569,72.852697,5,3,1,2,0.0,2,18,2,3,2022,0,0,0,1,0
32.0,5.0,0.0,0.0,0.02,0.02,6,4,0,1,0.0,2,28,21,3,2022,0,0,1,0,0
35.0,4.9,12.935662,77.61413,12.995662,77.67413,6,1,1,1,1.0,3,21,5,3,2022,0,1,0,0,0
27.0,4.9,17.410371,78.437225,17.480371,78.507225,5,3,0,1,0.0,2,30,6,4,2022,1,0,0,0,0
22.0,4.8,19.874449,75.360232,19.894449,75.380232,1,2,2,1,1.0,2,29,11,2,2022,1,0,0,0,0
27.0,4.6,0.0,0.0,0.13,0.13,5,4,0,1,1.0,2,20,2,4,2022,0,0,1,0,0
24.0,4.7,11.016298,76.972076,11.086298,77.042076,5,1,0,1,1.0,2,38,4,3,2022,1,0,0,0,0
28.0,5.0,19.131141,72.813074,19.21114,72.893074,4,3,0,1,1.0,3,33,10,3,2022,1,0,0,0,0
29.0,4.8,22.311358,73.164798,22.391358,73.244798,6,4,0,1,1.0,2,20,6,3,2022,0,0,0,1,0
37.0,5.0,12.325461,76.632278,12.405461,76.712278,6,3,0,1,1.0,2,28,4,3,2022,0,0,0,1,0
36.0,4.7,17.455894,78.375467,17.515894,78.435467,6,3,1,1,1.0,2,19,28,3,2022,1,0,0,0,0
21.0,4.6,22.727021,75.884167,22.757021,75.914167,2,4,1,2,0.0,3,13,24,3,2022,0,0,0,1,0
38.0,4.6,30.372202,78.077151,30.382202,78.087151,3,4,1,1,1.0,2,22,11,2,2022,0,0,1,0,0
39.0,4.6,22.744648,75.894377,22.854648,76.004377,6,3,0,1,1.0,2,35,29,3,2022,0,1,0,0,0
28.0,4.7,26.892312,75.806896,26.952313,75.866896,2,1,1,2,1.0,2,25,19,3,2022,1,0,0,0,0
32.0,4.1,19.207222,72.972281,19.287222,73.052281,1,3,2,3,1.0,2,33,18,3,2022,0,0,0,1,0
27.0,4.8,0.0,0.0,0.05,0.05,6,1,2,2,1.0,2,14,5,3,2022,0,0,1,0,0
22.0,4.6,22.310237,73.158921,22.400237,73.248921,6,4,1,1,1.0,2,28,2,3,2022,0,0,1,0,0
25.0,4.6,26.911378,75.789034,26.951378,75.829034,5,2,0,1,1.0,2,23,26,3,2022,0,1,0,0,0
29.6091523786525,,26.474133,80.3481,26.614133,80.4881,3,1,2,1,1.0,2,25,14,2,2022,0,0,0,1,0
32.0,4.8,21.186438,72.794115,21.276438,72.884115,5,3,0,1,1.0,2,40,6,3,2022,0,0,1,0,0
30.0,4.7,12.297954,76.665169,12.337954,76.705169,4,2,1,2,0.0,2,29,13,3,2022,0,0,1,0,0
25.0,4.9,17.458998,78.500366,17.538998,78.580366,5,3,1,2,1.0,3,19,4,3,2022,0,0,0,1,0
29.6091523786525,,22.722634,75.886959,22.742634,75.906959,5,2,2,3,1.0,2,26,15,3,2022,0,0,1,0,0
36.0,4.2,19.055831,72.833984,19.075831,72.853984,4,4,0,1,0.0,2,25,7,3,2022,0,0,0,1,0
30.0,5.0,0.0,0.0,0.13,0.13,4,4,2,2,1.0,2,23,18,2,2022,1,0,0,0,0
27.0,4.7,26.90519,75.810753,26.92519,75.830753,1,2,1,2,1.0,2,34,5,4,2022,0,0,1,0,0
32.0,4.6,30.873988,75.842739,31.003988,75.972739,1,3,1,1,1.0,2,40,14,2,2022,0,0,1,0,0
37.0,4.5,22.728163,75.884212,22.838163,75.994212,2,4,1,1,1.0,2,37,20,3,2022,1,0,0,0,0
39.0,4.4,21.157735,72.768778,21.167735,72.778778,3,4,0,1,1.0,2,23,11,3,2022,0,1,0,0,0
29.0,4.8,13.045479,80.23311,13.075479,80.26311,3,4,1,2,0.0,3,15,24,3,2022,0,0,0,1,0
25.0,4.6,17.438263,78.397865,17.498263,78.457865,4,1,0,1,1.0,2,18,3,3,2022,1,0,0,0,0
20.0,5.0,12.970221,77.645396,13.100221,77.775396,4,4,1,1,0.0,2,14,16,3,2022,0,1,0,0,0
24.0,5.0,18.520016,73.830547,18.570016,73.880547,4,3,1,2,0.0,3,22,24,3,2022,0,0,0,1,0
28.0,4.9,0.0,0.0,0.03,0.03,6,3,0,1,1.0,2,22,17,2,2022,0,0,0,1,0
38.0,4.9,26.891191,75.802083,26.921191,75.832083,5,3,1,1,0.0,2,26,13,3,2022,0,1,0,0,0
27.0,5.0,22.728163,75.884212,22.818163,75.974212,2,1,2,2,1.0,2,31,14,3,2022,0,1,0,0,0
23.0,4.5,22.310526,73.170937,22.320526,73.180937,4,4,1,1,0.0,3,13,30,3,2022,0,0,1,0,0
20.0,4.5,11.003669,76.976494,11.053669,77.026494,2,3,0,1,1.0,3,29,19,3,2022,0,0,0,1,0
34.0,5.0,0.0,0.0,0.03,0.03,1,4,0,1,1.0,2,26,3,3,2022,0,0,0,1,0
35.0,4.8,11.021278,76.995017,11.091278,77.065017,5,4,0,1,1.0,2,26,8,3,2022,0,1,0,0,0
36.0,4.8,13.049645,80.242268,13.109645,80.302268,2,3,0,1,0.0,2,29,26,3,2022,0,0,1,0,0
23.0,4.9,22.725835,75.887648,22.765835,75.927648,4,2,2,3,0.0,2,15,1,4,2022,1,0,0,0,0
21.0,4.6,19.1813,72.836191,19.2513,72.906191,5,1,1,1,1.0,3,17,4,3,2022,0,0,1,0,0
35.0,4.6,19.221315,72.862381,19.301315,72.942381,2,3,0,1,3.0,2,48,4,4,2022,1,0,0,0,0
20.0,4.4,22.515082,88.36783,22.565082,88.41783,4,4,0,1,1.0,2,19,17,2,2022,0,0,1,0,0
27.0,4.6,23.369746,85.33982,23.389746,85.35982,2,4,0,1,1.0,2,23,26,3,2022,1,0,0,0,0
28.0,4.5,12.906229,77.596791,12.946229,77.636791,5,2,2,2,0.0,2,13,7,3,2022,0,0,0,1,0
25.0,4.6,11.025083,77.015393,11.155083,77.145393,5,3,2,2,1.0,2,27,6,4,2022,0,0,1,0,0
27.0,4.5,11.016298,76.972076,11.056298,77.012076,6,3,2,2,0.0,2,15,13,3,2022,0,0,0,1,0
20.0,4.6,25.45235,81.841889,25.53235,81.921889,3,1,1,1,1.0,2,28,14,2,2022,0,0,1,0,0
29.0,4.9,9.966783,76.242981,10.056783,76.332981,5,3,1,2,0.0,3,18,18,2,2022,1,0,0,0,0
39.0,4.6,21.186438,72.794115,21.246438,72.854115,6,1,2,2,1.0,2,24,11,3,2022,0,1,0,0,0
23.0,5.0,18.539299,73.897902,18.599299,73.957902,1,3,1,1,1.0,2,16,3,4,2022,0,0,0,1,0
28.0,4.7,11.003681,76.975525,11.023681,76.995525,1,4,0,1,1.0,3,20,30,3,2022,0,0,0,1,0
34.0,4.7,22.75004,75.902847,22.77004,75.922847,1,4,2,2,0.0,2,19,13,3,2022,1,0,0,0,0
38.0,4.3,0.0,0.0,0.02,0.02,3,2,2,1,1.0,2,32,15,3,2022,0,1,0,0,0
39.0,5.0,21.175104,72.804342,21.285104,72.914342,2,3,2,3,1.0,2,41,6,3,2022,0,0,0,1,0
38.0,4.8,18.546258,73.904337,18.616258,73.974337,1,1,0,1,1.0,1,53,29,3,2022,0,0,1,0,0
21.0,4.8,12.933298,77.614293,12.943298,77.624293,3,2,0,1,0.0,2,24,19,3,2022,0,1,0,0,0
29.0,4.8,22.760072,75.892574,22.800072,75.932574,2,2,1,1,1.0,3,22,17,3,2022,1,0,0,0,0
36.0,4.9,11.022477,76.995667,11.082477,77.055667,6,3,1,2,1.0,2,19,1,4,2022,1,0,0,0,0
27.0,4.6,17.430448,78.418213,17.520448,78.508213,1,1,2,2,1.0,3,39,8,3,2022,1,0,0,0,0
39.0,4.8,0.0,0.0,0.06,0.06,6,1,2,2,1.0,3,21,5,4,2022,1,0,0,0,0
35.0,4.0,15.585658,73.743606,15.715658,73.873606,4,3,0,1,1.0,2,42,16,2,2022,0,0,0,1,0
22.0,4.7,0.0,0.0,0.02,0.02,1,4,2,1,1.0,2,19,9,3,2022,0,0,0,1,0
27.0,4.8,26.921411,75.793604,26.991411,75.863604,1,3,2,2,1.0,2,33,2,4,2022,0,0,1,0,0
26.0,4.6,19.1093,72.825451,19.2193,72.935451,6,4,2,2,1.0,2,27,16,3,2022,1,0,0,0,0
38.0,4.0,13.029198,77.570997,13.069198,77.610997,5,3,0,1,1.0,2,39,3,4,2022,0,0,0,1,0
27.0,5.0,19.874733,75.353942,19.884733,75.363942,1,4,1,2,0.0,3,16,11,2,2022,0,0,0,1,0
38.0,4.7,26.472001,80.354002,26.502001,80.384002,3,1,0,1,0.0,2,48,13,2,2022,0,1,0,0,0
29.0,4.7,18.520016,73.830547,18.610016,73.920547,4,4,0,1,1.0,2,22,6,4,2022,0,0,0,1,0
38.0,4.2,13.049645,80.242268,13.179645,80.372268,5,3,0,1,1.0,2,48,4,3,2022,0,0,1,0,0
22.0,4.1,22.725748,75.898497,22.855747,76.028497,4,1,0,1,1.0,2,31,16,3,2022,0,0,0,1,0
28.0,4.6,15.561295,73.749478,15.641295,73.829478,3,1,2,3,0.0,2,19,16,2,2022,0,0,1,0,0
24.0,4.9,21.183434,72.814492,21.223434,72.854492,1,3,2,2,1.0,2,17,1,4,2022,1,0,0,0,0
34.0,4.9,26.913726,75.75282,26.933726,75.77282,1,4,2,2,1.0,2,18,7,3,2022,0,0,0,1,0
36.0,3.6,17.430448,78.418213,17.540448,78.528213,5,3,2,1,0.0,2,37,6,3,2022,0,0,1,0,0
29.0,4.7,17.429585,78.392621,17.459585,78.422621,3,1,0,1,1.0,2,18,28,3,2022,1,0,0,0,0
25.0,4.9,13.022394,80.242439,13.132394,80.352439,3,1,1,1,1.0,2,23,29,3,2022,0,1,0,0,0
31.0,5.0,12.352058,76.60665,12.412058,76.66665,2,1,0,1,0.0,3,32,30,3,2022,0,0,1,0,0
26.0,4.8,18.56245,73.916619,18.64245,73.996619,1,1,1,2,0.0,2,30,2,4,2022,0,1,0,0,0
30.0,5.0,13.066762,80.251865,13.156762,80.341865,2,3,2,3,2.0,2,34,12,3,2022,0,1,0,0,0
23.0,4.7,13.026286,80.275235,13.076286,80.325235,1,3,0,1,1.0,2,29,21,3,2022,0,0,1,0,0
26.0,4.9,22.751234,75.88949,22.801234,75.93949,2,1,1,1,1.0,2,25,17,3,2022,1,0,0,0,0
38.0,5.0,26.766536,75.837333,26.786536,75.857333,5,4,2,2,1.0,3,22,21,3,2022,0,1,0,0,0
30.0,4.9,12.939496,77.625999,12.999496,77.685999,6,4,0,1,1.0,2,23,24,3,2022,0,0,1,0,0
28.0,4.9,23.234249,77.434007,23.294249,77.494007,5,4,2,2,0.0,2,18,15,2,2022,0,0,1,0,0
34.0,4.8,17.424114,78.347554,17.504114,78.427554,6,1,2,3,1.0,3,20,10,3,2022,0,0,1,0,0
35.0,4.9,21.175104,72.804342,21.225104,72.854342,2,4,2,1,1.0,3,18,3,3,2022,0,0,1,0,0
33.0,4.8,19.1093,72.825451,19.1393,72.855451,2,1,1,2,1.0,2,32,13,3,2022,0,0,0,1,0
32.0,4.6,12.913041,77.683237,12.933041,77.703237,1,4,2,3,1.0,3,19,11,3,2022,0,1,0,0,0
38.0,4.6,23.369746,85.33982,23.429746,85.39982,5,4,2,2,0.0,2,27,1,3,2022,0,0,0,1,0
22.0,4.4,12.3085,76.665808,12.3185,76.675808,3,4,0,1,0.0,2,19,5,4,2022,0,1,0,0,0
26.0,4.6,17.41233,78.449654,17.52233,78.559654,1,3,1,1,1.0,2,26,18,3,2022,0,1,0,0,0
39.0,4.9,12.933284,77.615428,12.963284,77.645428,6,4,1,2,1.0,3,19,28,3,2022,1,0,0,0,0
35.0,4.0,21.17106,72.789292,21.21106,72.829292,1,2,1,2,1.0,3,34,3,3,2022,0,0,1,0,0
24.0,4.7,22.695207,75.866059,22.765207,75.936059,3,4,1,1,1.0,2,12,6,3,2022,0,0,0,1,0
20.0,4.9,26.846156,75.8023,26.976156,75.9323,2,4,2,1,1.0,2,20,16,3,2022,1,0,0,0,0
26.0,4.9,17.483216,78.552111,17.533216,78.602111,4,4,2,3,0.0,2,17,5,4,2022,0,1,0,0,0
38.0,4.6,22.307898,73.167788,22.387898,73.247788,4,4,1,2,1.0,3,24,4,4,2022,0,1,0,0,0
22.0,4.3,22.547186,88.35068,22.577185,88.38068,1,1,1,2,1.0,3,33,11,2,2022,1,0,0,0,0
32.0,4.7,18.994049,72.825203,19.124049,72.955203,3,4,0,1,1.0,3,29,4,4,2022,0,0,1,0,0
20.0,4.7,17.431477,78.40035,17.481477,78.45035,3,3,0,1,1.0,2,25,7,3,2022,0,1,0,0,0
36.0,4.9,0.0,0.0,0.06,0.06,2,4,2,2,0.0,3,18,13,2,2022,0,0,0,1,0
24.0,4.3,19.22384,72.841347,19.30384,72.921347,2,1,1,1,1.0,2,39,23,3,2022,0,0,0,1,0
28.0,5.0,26.88842,75.800689,27.01842,75.930689,6,1,1,1,1.0,2,20,23,3,2022,0,0,0,1,0
27.0,4.7,17.483216,78.552111,17.493216,78.562111,4,4,1,1,0.0,3,15,21,3,2022,0,0,1,0,0
21.0,4.6,19.065838,72.832658,19.195838,72.962658,4,1,0,1,1.0,2,29,6,4,2022,0,0,1,0,0
23.0,4.3,18.536562,73.896485,18.556562,73.916485,4,4,0,1,1.0,3,15,11,3,2022,0,1,0,0,0
30.0,4.3,25.449659,81.839744,25.499659,81.889744,5,1,2,1,0.0,3,31,11,2,2022,0,1,0,0,0
27.0,4.5,0.0,0.0,0.02,0.02,1,4,1,1,0.0,2,14,13,3,2022,1,0,0,0,0
31.0,4.5,0.0,0.0,0.07,0.07,5,1,1,2,1.0,2,37,2,3,2022,1,0,0,0,0
37.0,4.8,12.972532,77.608179,12.992532,77.628179,4,4,1,1,0.0,2,27,15,3,2022,0,0,0,1,0
34.0,4.6,17.410371,78.437225,17.520371,78.547225,4,4,2,2,1.0,2,15,2,4,2022,0,0,1,0,0
38.0,4.5,18.55144,73.804855,18.63144,73.884855,5,1,1,1,0.0,3,31,12,3,2022,0,0,1,0,0
20.0,4.6,13.091809,80.219104,13.161809,80.289104,3,1,0,1,1.0,3,35,12,3,2022,1,0,0,0,0
29.6091523786525,,26.88842,75.800689,26.90842,75.820689,6,4,2,2,1.0,2,20,24,3,2022,0,1,0,0,0
36.0,5.0,30.895204,75.822103,31.005204,75.932103,6,1,2,2,0.0,3,23,12,2,2022,0,0,1,0,0
