Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken_min,Day_Ordered,Month_Ordered,Year_Ordered
27.0,4.6,23.371292,85.327872,23.411292,85.367872,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,28,11,3,2022
37.0,4.9,13.064181,80.236442,13.084181,80.256442,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,21,3,2022
27.0,4.9,21.185047,72.80859,21.235047,72.85859,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,10,15,3,2022
20.0,4.9,22.753659,75.903365,22.803659,75.953365,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,19,11,3,2022
26.0,4.8,13.02978,80.208812,13.11978,80.298812,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Semi-Urban,47,27,3,2022
50.0,6.0,22.751234,75.88949,22.781234,75.91949,,,3,Buffet,scooter,0.0,No,Metropolitian,28,17,3,2022
20.0,4.5,12.311072,76.654878,12.381072,76.724878,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,16,14,3,2022
32.0,4.6,12.321214,76.621094,12.371214,76.671094,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,5,4,2022
23.0,4.6,18.593481,73.785901,18.623481,73.815901,Windy,Jam,2,Buffet,scooter,0.0,No,,14,24,3,2022
27.0,4.7,21.160437,72.774209,21.210437,72.824209,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,24,1,4,2022
31.0,4.9,11.003669,76.976494,11.043669,77.016494,Sunny,High,2,Drinks,motorcycle,1.0,No,Metropolitian,17,1,4,2022
29.0,4.1,19.221315,72.862381,19.311315,72.952381,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20,3,2022
25.0,5.0,26.913726,75.75282,26.943726,75.78282,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Urban,35,3,4,2022
33.0,4.2,11.006686,76.951736,11.136686,77.081736,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,46,4,3,2022
39.0,4.8,22.547186,88.35068,22.587186,88.39068,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,13,2,2022
39.0,4.7,12.970324,77.645748,13.050324,77.725748,Fog,Jam,1,Buffet,motorcycle,2.0,Yes,Metropolitian,42,2,3,2022
39.0,4.7,22.553227,88.353273,22.623227,88.423273,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,14,2,2022
35.0,4.5,22.311603,73.165012,22.381603,73.235012,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Urban,26,12,3,2022
32.0,4.0,23.359194,85.325447,23.389194,85.355447,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,31,28,3,2022
39.0,4.6,30.899992,75.831338,30.949992,75.881338,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,13,2,2022
27.0,4.9,23.359407,85.325055,23.439407,85.405055,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,24,10,3,2022
23.0,4.8,21.15276,72.778059,21.16276,72.788059,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,19,3,2022
34.0,4.2,25.457687,81.835585,25.547687,81.925585,Sandstorms,Jam,1,Buffet,motorcycle,0.0,Yes,Metropolitian,42,12,2,2022
,,17.429585,78.392621,17.439585,78.402621,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,19,3,2022
35.0,4.7,26.905287,75.794592,26.935287,75.824592,Windy,Medium,1,Meal,scooter,1.0,No,Urban,31,3,4,2022
33.0,4.7,22.307898,73.167788,22.317898,73.177788,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,31,24,3,2022
38.0,4.2,18.593481,73.785901,18.623481,73.815901,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,21,3,2022
21.0,4.5,0.0,0.0,0.02,0.02,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,13,11,2,2022
38.0,4.8,15.506205,73.766668,15.526205,73.786668,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,15,2,2022
38.0,4.7,9.991703,76.293136,10.031703,76.333136,Fog,Medium,1,Meal,scooter,1.0,No,Urban,15,15,2,2022
28.0,4.8,13.005801,80.250744,13.135801,80.380744,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,25,3,2022
31.0,4.6,22.728163,75.884212,22.858163,76.014212,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,4,3,2022
35.0,4.9,10.000706,76.349516,10.030706,76.379516,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,21,11,2,2022
39.0,3.5,18.55144,73.804855,18.62144,73.874855,Windy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,43,12,3,2022
31.0,4.3,21.186884,72.793616,21.256884,72.863616,Fog,Medium,1,Drinks,scooter,1.0,Yes,Metropolitian,41,2,3,2022
33.0,4.2,0.0,0.0,0.01,0.01,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,1,4,2022
37.0,4.9,13.027018,80.254791,13.057018,80.284791,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31,5,4,2022
29.0,4.2,22.75004,75.902847,22.86004,76.012847,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,35,10,3,2022
25.0,4.5,23.39925,85.390464,23.42925,85.420464,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,19,3,2022
23.0,4.8,0.0,0.0,0.03,0.03,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,18,13,2,2022
26.0,4.9,18.592718,73.773572,18.652718,73.833572,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,26,3,2022
30.0,4.5,22.311358,73.164798,22.441358,73.294798,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,23,18,3,2022
28.0,4.8,11.001852,76.976268,11.071852,77.046268,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,18,23,3,2022
23.0,5.0,13.066762,80.251865,13.146762,80.331865,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Urban,19,18,3,2022
33.0,5.0,30.893081,75.821495,30.923081,75.851495,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,15,2,2022
38.0,4.6,0.0,0.0,0.07,0.07,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,26,29,3,2022
21.0,5.0,19.876994,75.372353,19.906994,75.402353,Sunny,Jam,1,Buffet,motorcycle,,No,Urban,14,15,2,2022
28.0,4.0,18.546947,73.900626,18.616947,73.970626,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,38,29,3,2022
26.0,4.3,9.960846,76.293936,9.980846,76.313936,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,17,17,2,2022
22.0,4.8,11.016298,76.972076,11.066298,77.022076,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,9,3,2022
,,23.371292,85.327872,23.481292,85.437872,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,2,4,2022
23.0,4.6,21.160522,72.771477,21.170522,72.781477,Fog,High,0,Meal,motorcycle,1.0,No,Urban,25,5,3,2022
35.0,4.5,0.0,0.0,0.13,0.13,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,14,3,2022
27.0,4.9,23.357804,85.325146,23.487804,85.455146,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,21,16,3,2022
34.0,4.8,12.297954,76.665169,12.427954,76.795169,Sandstorms,Low,1,Drinks,scooter,,No,Metropolitian,15,20,3,2022
39.0,4.1,19.221315,72.862381,19.231315,72.872381,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,31,1,3,2022
33.0,4.1,13.022394,80.242439,13.112394,80.332439,Sandstorms,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,43,6,4,2022
21.0,4.6,19.1093,72.825451,19.1793,72.895451,Stormy,Jam,2,Buffet,motorcycle,1.0,No,,16,16,3,2022
,,25.450377,81.834236,25.490377,81.874236,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,17,2,2022
21.0,3.1,18.546947,73.900626,18.616947,73.970626,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,31,2,3,2022
28.0,4.6,11.000762,76.981876,11.030762,77.011876,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,17,3,2022
25.0,4.5,18.593481,73.785901,18.623481,73.815901,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,30,1,4,2022
24.0,4.1,26.90519,75.810753,26.95519,75.860753,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,31,5,4,2022
29.0,4.7,15.506205,73.766668,15.556205,73.816668,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,13,2,2022
37.0,4.7,21.173493,72.801953,21.223493,72.851953,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,5,4,2022
25.0,4.5,21.175975,72.795503,21.225975,72.845503,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,9,3,2022
23.0,4.8,22.307898,73.167788,22.367898,73.227788,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,23,13,3,2022
33.0,4.9,19.207222,72.972281,19.257222,73.022281,Fog,Low,1,Snack,scooter,0.0,No,,19,26,3,2022
21.0,4.3,12.949934,77.699386,13.029934,77.779386,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,32,6,4,2022
22.0,4.6,18.520016,73.830547,18.560016,73.870547,Windy,High,1,Meal,scooter,0.0,No,Urban,13,1,3,2022
35.0,4.7,21.186438,72.794115,21.246438,72.854115,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,28,3,2022
34.0,4.0,12.975996,80.221898,13.105996,80.351898,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,38,2,3,2022
28.0,4.6,22.727021,75.884167,22.807021,75.964167,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,27,10,3,2022
24.0,4.8,17.430448,78.418213,17.510448,78.498213,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,20,10,3,2022
26.0,4.8,23.359033,85.325347,23.429033,85.395347,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,39,27,3,2022
29.0,5.0,0.0,0.0,0.01,0.01,Sunny,Low,1,Snack,scooter,1.0,No,Urban,23,15,2,2022
27.0,4.9,22.74806,75.8934,22.76806,75.9134,Sandstorms,High,1,Meal,scooter,1.0,No,,10,7,3,2022
32.0,4.4,12.913041,77.683237,13.043041,77.813237,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,36,10,3,2022
38.0,4.9,15.157944,73.950889,15.217944,74.010889,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,15,2,2022
26.0,4.8,26.921411,75.793604,27.011411,75.883604,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,27,3,2022
22.0,4.9,18.533811,73.899315,18.663811,74.029315,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,32,10,3,2022
21.0,4.6,12.299524,76.64262,12.319524,76.66262,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,22,5,3,2022
,,19.091458,72.827808,19.221458,72.957808,,,3,Buffet,electric_scooter,0.0,No,Metropolitian,40,6,3,2022
23.0,4.6,18.55144,73.804855,18.58144,73.834855,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,14,28,3,2022
25.0,4.5,11.000762,76.981876,11.060762,77.041876,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,22,21,3,2022
33.0,3.8,30.893081,75.821495,31.033081,75.961495,Windy,Medium,2,Drinks,scooter,1.0,No,Urban,34,16,2,2022
32.0,3.8,11.024839,77.007003,11.154839,77.137003,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,43,2,4,2022
35.0,4.6,21.173343,72.792731,21.253343,72.872731,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,30,16,3,2022
20.0,4.6,0.0,0.0,0.06,0.06,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,29,13,2,2022
38.0,5.0,0.0,0.0,0.08,0.08,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,12,2,2022
34.0,4.7,-23.234631,77.401663,23.274631,77.441663,Fog,High,0,Meal,motorcycle,1.0,No,Urban,32,13,2,2022
20.0,4.8,12.323978,76.627961,12.383978,76.687961,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Urban,28,30,3,2022
29.0,5.0,22.32,73.17,22.39,73.24,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,18,2,3,2022
21.0,4.8,12.98041,77.640489,13.06041,77.720489,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,6,3,2022
34.0,4.7,21.149569,72.772697,21.219569,72.842697,Stormy,Low,2,Meal,scooter,1.0,No,Urban,19,23,3,2022
33.0,4.2,12.913041,77.683237,13.003041,77.773237,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,35,6,4,2022
30.0,4.2,0.0,0.0,0.02,0.02,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,24,3,2022
33.0,4.6,26.913483,75.803139,27.003483,75.893139,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,28,31,3,2022
39.0,4.2,17.483216,78.552111,17.593216,78.662111,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,38,16,3,2022
24.0,4.8,26.479108,80.315042,26.539108,80.375042,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,11,2,2022
39.0,4.9,18.536562,73.896485,18.606562,73.966485,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,38,14,3,2022
30.0,4.7,23.232357,77.429989,23.292357,77.489989,Windy,Low,1,Buffet,scooter,0.0,No,Urban,23,11,2,2022
33.0,3.5,19.1093,72.825451,19.1993,72.915451,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,40,23,3,2022
26.0,4.5,12.934179,77.615797,13.024179,77.705797,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,10,31,3,2022
32.0,4.5,26.911378,75.789034,27.051378,75.929034,Sunny,Low,1,Buffet,motorcycle,0.0,No,,15,20,3,2022
21.0,4.9,22.311603,73.165012,22.331603,73.185012,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,15,3,2022
23.0,4.8,11.024839,77.007003,11.074839,77.057003,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,11,19,3,2022
39.0,4.3,0.0,0.0,0.08,0.08,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,37,16,3,2022
23.0,4.7,26.913483,75.803139,27.053483,75.943139,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,4,3,2022
22.0,4.8,13.026279,80.174568,13.086279,80.234568,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,11,30,3,2022
39.0,4.5,19.1093,72.825451,19.1593,72.875451,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,16,5,3,2022
20.0,4.8,12.933284,77.615428,12.963284,77.645428,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,3,4,2022
24.0,4.9,11.006686,76.951736,11.086686,77.031736,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,14,3,2022
32.0,4.6,19.888716,75.321461,19.998716,75.431461,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,34,12,2,2022
20.0,4.4,12.906229,77.596791,12.996229,77.686791,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,34,16,3,2022
37.0,4.4,22.311603,73.165012,22.361603,73.215012,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36,3,4,2022
31.0,4.4,26.891191,75.802083,26.911191,75.822083,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,3,3,2022
23.0,4.7,12.934365,77.616155,13.064365,77.746155,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,18,8,3,2022
27.0,4.7,-15.5696,73.742294,15.6296,73.802294,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Urban,15,15,2,2022
33.0,5.0,12.325461,76.632278,12.345461,76.652278,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,27,9,3,2022
37.0,4.9,22.308096,73.167753,22.348096,73.207753,Sunny,High,0,Meal,motorcycle,1.0,No,Urban,21,11,3,2022
28.0,4.9,18.994237,72.825553,19.034237,72.865553,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,28,3,2022
25.0,4.9,11.000762,76.981876,11.090762,77.071876,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,42,4,3,2022
33.0,4.7,26.913483,75.803139,26.983483,75.873139,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,26,14,3,2022
26.0,4.0,13.029198,77.570997,13.159198,77.700997,Cloudy,Jam,1,Meal,scooter,1.0,Yes,Urban,42,4,4,2022
29.0,4.9,26.902908,75.792934,26.932908,75.822934,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,30,15,3,2022
,,22.75004,75.902847,22.77004,75.922847,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,5,4,2022
31.0,4.7,18.539299,73.897902,18.649299,74.007902,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,10,3,2022
31.0,4.8,23.235123,77.398886,23.345123,77.508886,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,30,16,2,2022
24.0,5.0,19.103249,72.846749,19.233249,72.976749,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,6,3,2022
36.0,4.6,0.0,0.0,0.08,0.08,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,25,18,2,2022
27.0,4.6,12.981615,80.231598,13.051615,80.301598,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,18,3,2022
23.0,4.7,19.003517,72.82765,19.023517,72.84765,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,30,3,2022
21.0,4.9,11.003008,76.97544,11.033008,77.00544,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,20,17,3,2022
25.0,4.6,11.024839,77.007003,11.094839,77.077003,Stormy,Low,2,Meal,scooter,1.0,No,,11,18,3,2022
33.0,5.0,23.232357,77.429989,23.272357,77.469989,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,18,17,2,2022
30.0,4.6,11.003008,76.97544,11.133009,77.10544,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,18,3,2022
39.0,4.4,18.546947,73.900626,18.596947,73.950626,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,3,3,2022
34.0,4.6,17.483216,78.552111,17.493216,78.562111,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,5,3,2022
30.0,4.6,23.357804,85.325146,23.437804,85.405146,Fog,Jam,0,Buffet,motorcycle,2.0,No,Semi-Urban,52,16,3,2022
30.0,4.9,12.979096,77.640625,13.049096,77.710625,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Semi-Urban,48,10,3,2022
20.0,4.6,26.849596,75.800512,26.869596,75.820512,Sunny,Low,0,Meal,motorcycle,1.0,,Metropolitian,12,28,3,2022
23.0,4.7,11.010375,76.95295,11.040375,76.98295,Fog,Medium,2,Buffet,motorcycle,,No,Urban,15,11,3,2022
33.0,4.7,0.0,0.0,0.06,0.06,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,24,24,3,2022
33.0,4.8,19.120083,72.907385,19.160083,72.947385,Windy,Medium,1,Buffet,scooter,0.0,No,Urban,28,3,3,2022
28.0,4.8,12.970324,77.645748,12.980324,77.655748,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,13,3,2022
33.0,4.3,11.003008,76.97544,11.023008,76.99544,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,32,13,3,2022
36.0,4.3,12.935662,77.61413,12.945662,77.62413,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,21,3,2022
26.0,5.0,17.438263,78.397865,17.528263,78.487865,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,23,3,2022
28.0,4.9,12.297954,76.665169,12.387954,76.755169,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,25,3,2022
31.0,4.7,17.483216,78.552111,17.543216,78.612111,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,1,3,2022
23.0,4.5,12.934365,77.616155,12.954365,77.636155,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,14,3,4,2022
30.0,5.0,22.538999,88.322337,22.668999,88.452337,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,26,12,2,2022
,,-30.359722,78.067079,30.389722,78.097079,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,28,11,2,2022
39.0,4.8,-19.878028,75.317475,19.918028,75.357475,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,17,15,2,2022
27.0,4.8,22.307898,73.167788,22.327898,73.187788,Stormy,Low,2,Meal,scooter,1.0,No,Urban,16,1,4,2022
29.0,4.6,22.311844,73.165081,22.421844,73.275081,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,13,4,3,2022
26.0,4.7,19.12663,72.829976,19.17663,72.879976,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,3,4,2022
37.0,5.0,23.264015,77.408236,23.304015,77.448236,Fog,Medium,1,Meal,motorcycle,0.0,No,Urban,17,17,2,2022
26.0,4.8,11.006686,76.951736,11.076686,77.021736,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,12,3,2022
37.0,4.6,27.160934,78.044095,27.210934,78.094095,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,13,2,2022
25.0,4.7,18.530963,73.828972,18.640963,73.938972,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,6,3,2022
24.0,5.0,0.0,0.0,0.03,0.03,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,17,13,2,2022
39.0,4.8,18.51421,73.838429,18.55421,73.878429,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,26,9,3,2022
,,0.0,0.0,0.08,0.08,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,20,6,3,2022
33.0,3.6,22.753839,75.897429,22.823839,75.967429,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,39,4,4,2022
20.0,4.8,0.0,0.0,0.03,0.03,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,11,2,2022
39.0,4.9,21.170096,72.789122,21.260096,72.879122,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,23,3,2022
32.0,4.9,23.371292,85.327872,23.381292,85.337872,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,15,9,3,2022
24.0,4.8,30.893244,75.821817,31.033244,75.961817,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,26,14,2,2022
35.0,4.6,12.978453,77.643685,13.018453,77.683685,Fog,High,2,Snack,motorcycle,1.0,No,Metropolitian,28,21,3,2022
22.0,4.6,19.055831,72.833984,19.165831,72.943984,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,6,3,2022
21.0,5.0,19.055831,72.833984,19.185831,72.963984,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,19,16,3,2022
33.0,4.1,22.32,73.17,22.41,73.26,Sandstorms,Jam,1,Buffet,scooter,2.0,No,Metropolitian,43,4,4,2022
22.0,4.8,11.022298,76.998349,11.042298,77.018349,Fog,Low,2,Snack,motorcycle,0.0,No,,13,3,4,2022
,,12.934365,77.616155,12.954365,77.636155,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,15,3,2022
20.0,4.7,13.005801,80.250744,13.115801,80.360744,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,24,6,3,2022
37.0,4.8,9.979186,76.317361,10.109186,76.447361,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,46,18,2,2022
37.0,4.9,11.016298,76.972076,11.046298,77.002076,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,22,1,4,2022
20.0,4.8,18.533811,73.899315,18.563811,73.929315,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,5,4,2022
24.0,4.8,19.875908,75.358888,19.885908,75.368888,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,12,11,2,2022
30.0,5.0,17.45971,78.368855,17.49971,78.408855,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,29,5,3,2022
29.0,4.6,17.424114,78.347554,17.484114,78.407554,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,13,3,2022
37.0,4.8,13.027018,80.254791,13.087018,80.314791,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,19,3,2022
33.0,4.2,12.323225,76.630028,12.383225,76.690028,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,7,3,2022
36.0,4.1,26.849596,75.800512,26.909596,75.860512,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,33,5,4,2022
26.0,4.7,26.902328,75.794257,26.932328,75.824257,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,28,3,2022
22.0,4.6,12.98041,77.640489,13.03041,77.690489,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,14,30,3,2022
23.0,4.9,13.058616,80.264151,13.098616,80.304151,Cloudy,High,2,Meal,motorcycle,1.0,No,Metropolitian,28,1,4,2022
21.0,4.6,0.0,0.0,0.06,0.06,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,20,3,4,2022
,,26.956431,75.776649,27.086431,75.906649,,,0,Buffet,motorcycle,1.0,No,Metropolitian,39,12,3,2022
21.0,4.1,12.321214,76.621094,12.361214,76.661094,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,53,1,3,2022
23.0,4.5,18.546947,73.900626,18.656947,74.010626,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,14,23,3,2022
36.0,4.8,0.0,0.0,0.03,0.03,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,11,2,2022
37.0,4.2,26.902908,75.792934,26.942908,75.832934,Fog,High,0,Drinks,motorcycle,2.0,No,Urban,33,15,3,2022
35.0,4.1,12.979166,77.640709,13.049166,77.710709,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,39,8,3,2022
37.0,4.9,22.310237,73.158921,22.340237,73.188921,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,23,28,3,2022
24.0,4.6,26.902908,75.792934,26.922908,75.812934,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,24,3,2022
22.0,4.6,11.024839,77.007003,11.104839,77.087003,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,38,14,3,2022
38.0,4.9,18.592718,73.773572,18.632718,73.813572,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,38,15,3,2022
,,0.0,0.0,0.04,0.04,,,3,Meal,electric_scooter,1.0,No,Metropolitian,25,3,4,2022
